Member_number,Date,itemDescription
2946,2015-05-24,"frankfurter, napkins"
2946,2015-10-07,"soda, pip fruit, pasta"
2946,2015-11-04,"chicken, hygiene articles"
2947,2014-03-03,"bottled water, cream cheese "
2947,2015-04-28,"ham, tropical fruit, bottled beer"
2947,2015-07-16,"sausage, yogurt"
2948,2014-04-11,"whole milk, detergent"
2948,2014-07-20,"yogurt, shopping bags"
2948,2015-06-16,"frankfurter, yogurt"
2948,2015-06-19,"organic sausage, other vegetables, hard cheese, bottled water"
2949,2014-03-25,bottled water
2949,2014-06-01,"pork, other vegetables, shopping bags"
2950,2014-02-03,"semi-finished bread, soda, shopping bags, long life bakery product"
2950,2014-04-28,"liquor, whole milk"
2950,2014-10-17,"whole milk, margarine"
2950,2014-11-18,"canned beer, other vegetables"
2950,2015-02-07,"frankfurter, whole milk"
2950,2015-10-10,"coffee, bottled water, roll products "
2951,2014-12-30,"whole milk, frozen vegetables, soda"
2951,2015-09-05,"citrus fruit, yogurt"
2951,2015-12-22,"curd, domestic eggs"
2952,2014-01-12,"hamburger meat, whipped/sour cream, sugar, newspapers"
2952,2014-04-22,"canned beer, hygiene articles"
2952,2014-09-24,"sugar, skin care"
2952,2015-08-11,"citrus fruit, bottled beer, butter milk"
2952,2015-11-25,"frankfurter, whole milk, shopping bags, rolls/buns"
2953,2015-01-04,"packaged fruit/vegetables, frozen fruits, rolls/buns"
2954,2014-05-28,"fruit/vegetable juice, soda"
2954,2014-07-17,"root vegetables, rolls/buns, fruit/vegetable juice"
2954,2015-06-05,"sausage, brown bread"
2955,2014-03-21,"sausage, sliced cheese"
2955,2014-06-07,"hamburger meat, soda, pastry, newspapers"
2955,2014-08-10,"sausage, pastry"
2955,2014-11-30,"root vegetables, candles"
2955,2015-06-05,"canned beer, soda, white bread"
2955,2015-06-06,"tropical fruit, whole milk"
2956,2014-05-03,"rolls/buns, chocolate"
2956,2014-07-22,"soda, other vegetables, frozen vegetables"
2956,2014-08-07,"butter milk, yogurt"
2956,2014-10-23,"other vegetables, cream cheese "
2956,2015-12-02,"rolls/buns, bottled water"
2957,2014-02-26,"fruit/vegetable juice, seasonal products"
2957,2014-05-24,"frozen vegetables, margarine"
2957,2014-06-06,"shopping bags, other vegetables"
2957,2014-12-21,"bottled water, bottled beer"
2957,2015-04-12,"frankfurter, bottled beer"
2957,2015-09-19,"sausage, UHT-milk, candles, chewing gum, bottled beer, artif. sweetener, butter"
2957,2015-11-27,"photo/film, grapes"
2958,2014-03-11,"soda, candy"
2958,2014-04-27,"butter, softener"
2958,2014-12-17,"bottled water, chocolate"
2958,2015-01-27,"onions, tropical fruit"
2958,2015-06-14,"rolls/buns, hamburger meat"
2960,2014-03-11,"UHT-milk, shopping bags"
2960,2014-09-03,"frozen meals, canned beer"
2960,2014-10-27,"whipped/sour cream, fruit/vegetable juice"
2960,2014-11-14,"other vegetables, berries"
2960,2014-11-28,"misc. beverages, dishes"
2960,2015-02-17,"finished products, pastry"
2960,2015-06-21,"citrus fruit, salty snack"
2960,2015-08-31,"berries, tropical fruit, rolls/buns, pastry, whole milk, frozen vegetables"
2960,2015-12-19,"whole milk, tropical fruit, other vegetables, yogurt, domestic eggs"
2961,2014-03-14,"pastry, shopping bags"
2961,2014-07-31,"onions, canned fruit"
2961,2014-12-13,"spread cheese, coffee, domestic eggs"
2961,2015-05-27,"frankfurter, frozen potato products, newspapers, softener, abrasive cleaner"
2961,2015-07-21,"soda, canned beer, white bread, berries"
2961,2015-11-16,"frankfurter, chocolate, mayonnaise, oil"
2962,2014-06-07,"root vegetables, brown bread"
2962,2014-07-29,"soda, pastry"
2962,2015-03-01,"bottled water, tropical fruit, domestic eggs"
2962,2015-04-26,"citrus fruit, long life bakery product"
2963,2014-03-01,"pickled vegetables, bottled water"
2963,2014-05-27,"citrus fruit, frozen vegetables"
2964,2014-02-04,"candy, curd"
2964,2014-09-22,"tropical fruit, UHT-milk"
2964,2014-10-03,"oil, male cosmetics"
2964,2015-02-05,"frankfurter, hard cheese"
2964,2015-08-11,"finished products, ice cream, tropical fruit, whole milk"
2965,2014-01-04,"dessert, white bread, salty snack, cat food"
2965,2014-06-07,"newspapers, coffee"
2966,2014-10-08,"other vegetables, whole milk, pudding powder, cream cheese "
2966,2014-11-26,"pork, long life bakery product"
2967,2014-01-23,"canned beer, flower (seeds)"
2967,2014-05-27,"whole milk, oil"
2967,2015-02-06,"yogurt, domestic eggs"
2968,2015-10-17,"soda, shopping bags"
2969,2014-04-13,"frankfurter, processed cheese"
2969,2015-08-24,"hygiene articles, canned fish"
2969,2015-09-28,"frozen meals, other vegetables"
2969,2015-12-08,"packaged fruit/vegetables, waffles"
2970,2014-11-11,"other vegetables, canned fish, chewing gum"
2970,2015-12-30,"turkey, meat, rolls/buns"
2971,2014-03-04,"napkins, cocoa drinks, shopping bags"
2971,2014-07-12,"rolls/buns, fruit/vegetable juice"
2971,2015-01-27,"coffee, hamburger meat"
2972,2014-02-19,"frankfurter, margarine"
2972,2015-05-21,"whole milk, UHT-milk, canned beer, coffee, house keeping products, other vegetables, pip fruit"
2973,2014-07-31,"yogurt, semi-finished bread, flour"
2973,2014-10-21,"napkins, waffles"
2973,2014-10-26,"beverages, soda"
2973,2014-10-31,"domestic eggs, sliced cheese"
2973,2014-12-13,"whole milk, white bread, frozen vegetables"
2974,2014-01-01,"berries, whipped/sour cream, bottled water"
2974,2014-05-24,"tropical fruit, frozen vegetables"
2974,2014-09-02,"pastry, waffles"
2974,2015-12-26,"herbs, packaged fruit/vegetables"
2975,2014-03-27,"root vegetables, flower (seeds)"
2975,2014-10-25,"canned beer, other vegetables, fruit/vegetable juice"
2975,2015-01-28,"liver loaf, pasta, grapes, other vegetables"
2975,2015-10-09,"canned beer, fruit/vegetable juice"
2975,2015-10-24,"rolls/buns, cream cheese "
2976,2014-09-20,"newspapers, other vegetables, shopping bags"
2976,2015-06-02,"dessert, citrus fruit"
2977,2014-11-26,"processed cheese, waffles"
2977,2015-01-03,"rolls/buns, UHT-milk"
2977,2015-04-14,"other vegetables, chicken, popcorn, margarine"
2977,2015-11-16,"chicken, other vegetables, pastry, onions"
2978,2014-08-27,"pasta, pot plants, liquor"
2978,2015-05-09,"sausage, meat, beverages, UHT-milk, frozen dessert, sugar"
2978,2015-06-05,"ham, chicken, condensed milk, other vegetables, whipped/sour cream"
2978,2015-06-27,"whole milk, hygiene articles"
2978,2015-11-25,"chewing gum, other vegetables, pip fruit"
2979,2014-08-25,"pip fruit, whole milk"
2979,2014-11-03,domestic eggs
2979,2015-07-17,"sausage, sliced cheese, ice cream, long life bakery product"
2979,2015-08-09,"rum, onions"
2980,2014-01-17,"other vegetables, bottled beer, cleaner"
2980,2014-11-27,"whole milk, shopping bags"
2980,2015-04-27,"bottled beer, butter milk"
2981,2014-06-05,"fruit/vegetable juice, canned beer"
2981,2015-03-10,"UHT-milk, whole milk"
2981,2015-05-11,"whole milk, chocolate, pickled vegetables"
2981,2015-12-03,"onions, whole milk"
2982,2014-01-05,"coffee, sugar"
2982,2014-06-15,"rolls/buns, hard cheese"
2982,2014-10-22,"tropical fruit, margarine"
2982,2015-06-14,"canned beer, soda"
2982,2015-06-25,"citrus fruit, frankfurter, yogurt, ice cream"
2983,2014-02-28,"tropical fruit, specialty chocolate"
2983,2015-09-11,"flour, soda"
2984,2014-04-22,"canned beer, pastry"
2984,2014-07-07,"whole milk, pickled vegetables, soda"
2984,2014-09-25,"butter, cake bar, ice cream, fruit/vegetable juice"
2984,2015-02-24,"citrus fruit, mustard"
2985,2015-01-05,"tropical fruit, chicken, soda"
2985,2015-05-29,"citrus fruit, whole milk"
2986,2014-03-28,"pork, other vegetables"
2986,2014-11-03,"whole milk, soda"
2986,2014-11-05,"UHT-milk, newspapers, bottled water"
2986,2015-01-11,"sausage, other vegetables, chicken, waffles, root vegetables, bottled beer, butter, whipped/sour cream"
2986,2015-05-19,"margarine, whole milk"
2987,2014-04-16,"misc. beverages, coffee"
2988,2015-10-14,"bottled beer, yogurt"
2989,2014-03-25,"whole milk, bottled beer"
2989,2014-09-10,"citrus fruit, flour"
2989,2015-01-06,"beef, pip fruit"
2989,2015-01-30,"whole milk, pet care, herbs, soda, cat food"
2990,2014-03-30,"rolls/buns, long life bakery product"
2990,2014-04-24,"turkey, curd, sugar"
2990,2014-05-31,"cream cheese , UHT-milk"
2990,2014-07-16,"turkey, kitchen towels"
2990,2014-08-15,"packaged fruit/vegetables, long life bakery product"
2990,2015-05-23,"whole milk, chocolate, rolls/buns, brown bread"
2990,2015-06-29,"frankfurter, pastry, canned beer"
2990,2015-07-11,"grapes, meat spreads, domestic eggs"
2990,2015-08-12,"beef, specialty bar"
2991,2014-03-01,"root vegetables, soda, waffles"
2991,2014-03-27,"butter milk, whole milk"
2991,2014-04-22,"UHT-milk, specialty cheese, shopping bags"
2991,2014-04-30,"tropical fruit, salt"
2991,2015-02-16,"whole milk, root vegetables"
2992,2015-11-09,"pip fruit, pet care, bottled water"
2993,2014-06-24,"yogurt, shopping bags"
2993,2014-07-08,"other vegetables, butter milk, chewing gum, specialty chocolate"
2993,2014-08-16,"chewing gum, misc. beverages"
2993,2014-10-23,"onions, domestic eggs, waffles"
2993,2014-11-17,"beef, napkins"
2993,2015-05-05,"long life bakery product, napkins"
2994,2014-04-30,"curd, rolls/buns"
2994,2014-07-12,"whole milk, yogurt, long life bakery product"
2995,2014-03-19,"specialty chocolate, bottled water"
2995,2015-02-18,"dessert, shopping bags, flour"
2996,2014-04-29,"coffee, butter milk"
2996,2014-08-30,"whipped/sour cream, house keeping products"
2996,2014-09-17,"bottled beer, candy"
2996,2015-01-08,"domestic eggs, other vegetables"
2996,2015-05-19,"berries, UHT-milk, newspapers"
2996,2015-09-26,"frankfurter, dishes, hygiene articles"
2997,2014-02-09,"yogurt, bottled water"
2997,2015-02-10,"fish, specialty chocolate"
2997,2015-06-02,"canned beer, soda"
2997,2015-08-03,"other vegetables, soda"
2997,2015-12-30,"citrus fruit, shopping bags, tropical fruit, frankfurter, brown bread, rubbing alcohol, domestic eggs, whole milk"
2998,2014-10-30,"grapes, semi-finished bread"
2998,2015-07-14,"canned beer, yogurt, salty snack"
2999,2014-08-12,"margarine, whole milk, white bread"
2999,2015-04-17,"beef, canned beer"
2999,2015-08-03,"sausage, butter milk, meat spreads"
3000,2014-08-22,"fruit/vegetable juice, cat food"
3001,2015-11-14,"sausage, bottled water"
3001,2015-12-24,"whole milk, chicken"
3002,2014-12-12,"hygiene articles, seasonal products"
3002,2015-01-21,"sausage, grapes, light bulbs"
3002,2015-01-22,"chicken, whole milk, white bread, newspapers"
3002,2015-02-19,"tropical fruit, snack products"
3002,2015-08-13,"citrus fruit, frozen meals, coffee, seasonal products, yogurt, soups"
3003,2014-03-08,"citrus fruit, processed cheese"
3003,2014-04-22,"seasonal products, shopping bags"
3003,2014-05-08,"whole milk, newspapers"
3004,2014-09-04,"domestic eggs, soda"
3004,2015-02-10,"whole milk, liquor (appetizer)"
3005,2014-04-18,"specialty chocolate, coffee"
3005,2014-07-10,"tropical fruit, semi-finished bread"
3005,2014-07-26,"beverages, frozen meals"
3005,2014-11-26,"brown bread, newspapers, margarine"
3005,2015-07-12,"citrus fruit, fruit/vegetable juice"
3006,2014-01-06,"waffles, brown bread"
3006,2014-06-20,"other vegetables, margarine"
3006,2015-12-27,"chicken, pork, frozen fish"
3007,2014-04-01,"rolls/buns, yogurt"
3007,2014-12-02,"canned beer, frozen dessert"
3008,2014-04-15,"root vegetables, pip fruit, coffee"
3008,2014-07-09,"butter, other vegetables"
3009,2014-01-27,"yogurt, semi-finished bread"
3009,2014-04-19,"frankfurter, misc. beverages"
3009,2014-11-13,"canned beer, UHT-milk"
3009,2014-12-27,"brown bread, flour"
3009,2015-02-18,"sausage, canned beer, frozen vegetables, detergent"
3009,2015-08-14,"sausage, tropical fruit"
3010,2014-01-21,"rolls/buns, root vegetables"
3010,2014-02-14,"root vegetables, other vegetables"
3010,2014-05-11,"root vegetables, sliced cheese"
3010,2014-06-13,"pork, shopping bags, hygiene articles"
3010,2015-08-14,"fruit/vegetable juice, root vegetables"
3011,2014-04-02,"other vegetables, rolls/buns, frozen meals"
3011,2014-06-27,"pickled vegetables, frozen vegetables"
3011,2014-08-16,"whipped/sour cream, salty snack"
3011,2014-08-29,"sugar, bottled water"
3011,2015-06-22,"finished products, rolls/buns"
3012,2014-07-24,whole milk
3012,2015-05-03,"nuts/prunes, onions"
3012,2015-09-20,"pork, brown bread"
3013,2014-03-25,"whole milk, rice"
3013,2014-04-19,"other vegetables, domestic eggs, soap, pastry"
3013,2014-05-12,"UHT-milk, brown bread"
3013,2014-08-07,"sauces, ice cream"
3013,2015-08-21,"bottled beer, root vegetables, hygiene articles"
3014,2014-12-20,"tropical fruit, root vegetables"
3014,2015-07-15,"whipped/sour cream, berries, cream cheese "
3014,2015-10-19,"sausage, chocolate, newspapers, pastry"
3014,2015-11-04,"ham, root vegetables, margarine, whipped/sour cream"
3014,2015-11-11,"curd cheese, sausage, bottled water, napkins"
3015,2014-01-31,"ham, bottled water, margarine"
3015,2014-08-07,"root vegetables, other vegetables"
3015,2015-06-12,"bottled water, root vegetables"
3015,2015-10-10,"sausage, white bread, coffee"
3016,2014-04-21,"whipped/sour cream, dish cleaner"
3016,2014-05-23,"other vegetables, pastry"
3016,2015-12-01,"frankfurter, long life bakery product, sugar"
3017,2014-09-11,"frozen meals, whole milk"
3017,2015-09-22,"hamburger meat, soft cheese"
3017,2015-09-28,"curd, tropical fruit"
3018,2014-11-17,"tropical fruit, packaged fruit/vegetables"
3018,2015-01-18,"canned beer, soda"
3018,2015-06-27,"rolls/buns, root vegetables"
3019,2014-12-13,"dishes, brown bread"
3019,2015-12-19,"butter milk, soda, rolls/buns"
3020,2014-06-13,"rolls/buns, bottled beer"
3020,2014-12-08,"other vegetables, pot plants"
3020,2015-08-27,"condensed milk, fruit/vegetable juice, white wine, specialty fat"
3021,2014-06-22,"root vegetables, onions"
3021,2014-10-29,"other vegetables, soda, fruit/vegetable juice"
3021,2014-11-15,"chicken, soups, bottled water"
3021,2015-01-30,"frankfurter, sliced cheese"
3022,2014-02-16,"chicken, rolls/buns"
3022,2014-04-24,"whole milk, yogurt"
3022,2014-09-19,"beef, whipped/sour cream"
3022,2015-11-15,"butter, canned fish, cream cheese "
3023,2014-12-11,"beef, liquor"
3023,2015-05-06,"onions, hamburger meat"
3023,2015-07-28,"rolls/buns, root vegetables, bottled beer, yogurt, pickled vegetables"
3024,2014-12-22,"UHT-milk, roll products , salt"
3024,2014-12-23,"tropical fruit, detergent"
3025,2014-01-19,"hamburger meat, cat food"
3025,2015-04-21,"citrus fruit, sausage, bottled beer, herbs"
3025,2015-06-16,"misc. beverages, tea"
3025,2015-10-19,"turkey, herbs, white bread"
3026,2014-03-30,"whole milk, candy, semi-finished bread"
3026,2014-06-10,"chewing gum, ice cream"
3026,2014-10-29,"butter milk, semi-finished bread"
3026,2015-01-01,"citrus fruit, tropical fruit, soda, bottled water"
3026,2015-01-24,"soda, domestic eggs, artif. sweetener"
3027,2014-04-29,"other vegetables, frozen vegetables"
3027,2014-10-14,"fruit/vegetable juice, berries"
3027,2015-09-14,"whipped/sour cream, root vegetables, baking powder"
3027,2015-09-15,"sausage, red/blush wine"
3028,2014-01-04,"white bread, butter"
3028,2014-04-25,"frankfurter, whole milk"
3028,2014-10-07,"chicken, whole milk"
3028,2014-11-20,"napkins, cake bar"
3028,2015-05-19,"citrus fruit, yogurt"
3028,2015-06-09,"sausage, long life bakery product, beef, other vegetables, margarine"
3029,2014-10-19,"vinegar, dog food"
3029,2015-02-14,"other vegetables, shopping bags"
3029,2015-05-31,"long life bakery product, butter milk"
3030,2014-05-02,"citrus fruit, pastry, dish cleaner"
3030,2014-11-19,"rolls/buns, packaged fruit/vegetables"
3030,2014-12-06,"other vegetables, whole milk"
3030,2014-12-14,"curd, whole milk, red/blush wine"
3031,2014-12-01,"whole milk, specialty bar"
3031,2015-08-30,"frankfurter, bottled beer, other vegetables"
3031,2015-10-27,"tropical fruit, whole milk, chocolate"
3031,2015-11-25,"beef, brown bread"
3031,2015-12-18,"pip fruit, fruit/vegetable juice, whipped/sour cream, soda"
3032,2014-12-28,"frankfurter, domestic eggs"
3032,2015-06-05,"bottled water, UHT-milk"
3033,2014-02-28,"rolls/buns, napkins, ice cream, nut snack"
3033,2014-09-18,"tropical fruit, hard cheese"
3033,2014-09-25,"other vegetables, whole milk"
3034,2014-10-06,"sausage, pip fruit"
3034,2014-12-14,"beef, soap"
3034,2014-12-26,"bottled water, pastry"
3034,2015-05-07,"condensed milk, other vegetables"
3034,2015-05-22,"whipped/sour cream, other vegetables"
3035,2014-02-21,"misc. beverages, curd"
3035,2014-04-16,"male cosmetics, baking powder"
3035,2015-03-04,"citrus fruit, rolls/buns"
3035,2015-05-09,"pastry, candles"
3035,2015-11-08,"sausage, pastry, whole milk"
3035,2015-11-29,"yogurt, bottled beer"
3036,2015-07-12,"frozen fish, sausage, other vegetables, canned beer, yogurt, shopping bags, beverages, chewing gum"
3036,2015-07-13,"beef, whole milk, root vegetables, whipped/sour cream, other vegetables"
3036,2015-09-18,"yogurt, whole milk"
3037,2015-02-01,"whole milk, other vegetables, white bread"
3037,2015-02-23,"cling film/bags, ham"
3038,2014-04-13,"whole milk, other vegetables, soda, long life bakery product"
3038,2014-04-18,"pot plants, baking powder"
3038,2014-07-16,"butter, white bread"
3038,2014-12-30,"rolls/buns, yogurt"
3038,2015-01-11,"rolls/buns, waffles"
3039,2014-08-20,"finished products, root vegetables"
3039,2014-10-15,"butter, canned beer"
3039,2015-09-02,"dessert, domestic eggs, candles, whole milk"
3039,2015-11-28,"pip fruit, whole milk"
3040,2014-10-11,"brown bread, frozen meals, cat food, white bread"
3041,2014-02-18,"pastry, shopping bags"
3041,2014-07-04,"chocolate marshmallow, whipped/sour cream"
3041,2015-07-10,"other vegetables, berries, organic products"
3041,2015-08-27,"butter milk, shopping bags, baking powder"
3041,2015-09-15,"sausage, pip fruit, hard cheese, frozen vegetables"
3042,2014-04-04,"curd, other vegetables"
3042,2014-07-11,"rolls/buns, oil"
3042,2014-09-14,"other vegetables, napkins"
3042,2015-01-16,"pork, frozen potato products, curd cheese"
3042,2015-10-02,"whole milk, canned beer, bottled water, bottled beer"
3042,2015-10-05,"other vegetables, whole milk, UHT-milk, frozen meals, salty snack"
3042,2015-12-27,"whole milk, root vegetables"
3043,2015-01-05,"beef, soda"
3044,2014-04-08,"soda, pasta"
3044,2014-05-20,"rolls/buns, shopping bags"
3044,2014-09-17,"soda, whole milk, newspapers, coffee"
3044,2015-01-05,"sausage, bottled water, brown bread"
3044,2015-05-09,"coffee, other vegetables"
3044,2015-06-07,"pastry, UHT-milk"
3044,2015-09-29,"frozen meals, bottled beer, root vegetables, potato products"
3045,2014-01-29,"dental care, other vegetables, pet care"
3045,2014-06-15,"turkey, other vegetables"
3045,2014-08-16,"chicken, chocolate, chewing gum"
3045,2015-03-26,"tropical fruit, coffee, whole milk"
